protein_id	type	confidence	probability	e_value	score	hmm_model
sequence_4922|prob_0.9994	Adaptation	High	100.0	4.2e-72	243.6	cas14u
sequence_2520|prob_0.9999	Adaptation	High	100.0	2.1e-19	70.0	cas14u
sequence_1020|prob_0.9999	Adaptation	High	100.0	1.1e-20	74.3	cas14u
sequence_6825|prob_0.9982	Adaptation	High	100.0	1.7e-43	149.4	cas14u
sequence_5666|prob_0.9991	Adaptation	High	100.0	8e-31	107.7	cas14u
sequence_9304|prob_0.9925	Adaptation	High	100.0	2e-42	145.9	cas14u
sequence_5910|prob_0.9989	Adaptation	High	100.0	3.8e-68	230.6	cas14u
sequence_2659|prob_0.9999	Adaptation	High	100.0	2.5e-21	76.4	cas14u
sequence_2150|prob_0.9999	Adaptation	High	100.0	2.8e-34	119.1	cas14u
sequence_1048|prob_0.9999	Adaptation	High	100.0	2.1e-19	70.0	cas14u
sequence_8993|prob_0.9936	Adaptation	High	100.0	1.7e-43	149.4	cas14u
sequence_1249|prob_0.9999	Adaptation	High	100.0	9.4e-24	84.4	cas14u
sequence_6701|prob_0.9983	Adaptation	High	100.0	3e-42	145.3	cas14u
sequence_6702|prob_0.9983	Adaptation	High	100.0	3e-42	145.3	cas14u
sequence_12884|prob_0.9708	Adaptation	High	100.0	5e-45	154.4	cas14u
sequence_4561|prob_0.9995	Adaptation	High	100.0	1.7e-70	238.3	cas14u
sequence_4562|prob_0.9995	Adaptation	High	100.0	1.7e-70	238.3	cas14u
sequence_1553|prob_0.9999	Adaptation	High	100.0	1.6e-33	116.5	cas14u
sequence_9533|prob_0.9918	Adaptation	High	100.0	3.2e-41	141.9	cas14u
sequence_18857|prob_0.8603	Adaptation	Medium	52.6	5.5e-06	25.2	cas12b2
sequence_3565|prob_0.9997	Adaptation	High	100.0	2.3e-44	152.2	cas14u
sequence_6627|prob_0.9983	Adaptation	High	100.0	8.8e-44	150.3	cas14u
sequence_1551|prob_0.9999	Adaptation	High	100.0	4.4e-68	230.4	cas14u
sequence_936|prob_0.9999	Adaptation	High	100.0	2.8e-69	234.3	cas14u
sequence_4662|prob_0.9995	Adaptation	Medium	93.1	4.9e-10	39.2	cas14u
sequence_1264|prob_0.9999	Adaptation	High	100.0	3.4e-44	151.7	cas14u
sequence_7609|prob_0.9970	Adaptation	High	100.0	9.5e-58	196.4	cas14u
sequence_410|prob_1.0000	Adaptation	High	100.0	7.5e-35	120.9	cas14u
sequence_12832|prob_0.9711	Adaptation	High	100.0	5.3e-42	144.5	cas14u
sequence_2389|prob_0.9999	Adaptation	High	100.0	1.9e-59	202.0	cas14u
sequence_16506|prob_0.9214	Adaptation	High	100.0	4.3e-42	144.8	cas14u
sequence_687|prob_1.0000	Adaptation	High	100.0	9e-38	130.5	cas14u
sequence_2980|prob_0.9998	Adaptation	High	100.0	3.9e-43	148.2	cas14u
sequence_7521|prob_0.9971	Adaptation	High	100.0	3.6e-20	72.6	cas14u
sequence_8397|prob_0.9953	Adaptation	High	100.0	6.4e-43	147.5	cas14u
sequence_12570|prob_0.9733	Adaptation	High	100.0	2.6e-53	181.8	cas14u
sequence_16197|prob_0.9272	Adaptation	High	100.0	4.4e-60	204.0	cas14u
sequence_1115|prob_0.9999	Adaptation	High	100.0	1.8e-61	208.6	cas14u
sequence_14737|prob_0.9495	Adaptation	High	100.0	5.8e-23	81.8	cas14u
sequence_1781|prob_0.9999	Adaptation	High	100.0	1.7e-70	238.4	cas14u
sequence_8062|prob_0.9961	Adaptation	High	100.0	4.6e-64	217.2	cas14u
sequence_13885|prob_0.9601	Adaptation	High	100.0	3.6e-72	243.9	cas14u
sequence_5498|prob_0.9992	Adaptation	High	100.0	1.2e-35	123.6	cas14u
sequence_7534|prob_0.9971	Adaptation	High	100.0	3.7e-11	42.9	cas14u
sequence_6697|prob_0.9983	Adaptation	High	100.0	1.9e-72	244.8	cas14u
sequence_11888|prob_0.9789	Adaptation	High	100.0	7.8e-66	223.0	cas14u
sequence_3473|prob_0.9998	Adaptation	High	100.0	6.2e-55	187.1	cas14u
sequence_897|prob_1.0000	Adaptation	High	100.0	9e-71	239.3	cas14u
sequence_1203|prob_0.9999	Adaptation	High	100.0	3.5e-59	201.1	cas14u
sequence_3439|prob_0.9998	Adaptation	High	100.0	1.5e-65	222.1	cas14u
sequence_14682|prob_0.9502	Adaptation	High	100.0	1.8e-20	73.6	cas14u
sequence_6071|prob_0.9988	Adaptation	High	100.0	3.7e-13	49.5	cas14u
sequence_3771|prob_0.9997	Adaptation	High	100.0	2e-20	73.4	cas14u
sequence_12975|prob_0.9700	Adaptation	High	100.0	6.9e-49	167.2	cas14u
sequence_4176|prob_0.9996	Adaptation	High	100.0	2.2e-55	188.6	cas14u
sequence_5312|prob_0.9993	Adaptation	High	100.0	6.9e-58	196.8	cas14u
sequence_3262|prob_0.9998	Adaptation	High	100.0	2.2e-35	122.7	cas14u
sequence_14063|prob_0.9582	Adaptation	High	100.0	2e-38	132.7	cas14u
sequence_460|prob_1.0000	Adaptation	High	100.0	1.2e-70	238.9	cas14u
sequence_4382|prob_0.9996	Adaptation	High	100.0	3.7e-42	145.0	cas14u
sequence_7337|prob_0.9974	Adaptation	High	100.0	1.8e-32	113.1	cas14u
sequence_5820|prob_0.9990	Adaptation	High	100.0	1.1e-69	235.7	cas14u
sequence_6677|prob_0.9983	Adaptation	High	100.0	1.3e-42	146.5	cas14u
sequence_5340|prob_0.9992	Adaptation	High	100.0	2.1e-63	215.0	cas14u
sequence_470|prob_1.0000	Adaptation	High	100.0	1.2e-70	238.8	cas14u
sequence_12402|prob_0.9748	Adaptation	High	100.0	7.2e-58	196.8	cas14u
sequence_10118|prob_0.9893	Adaptation	High	100.0	4.3e-70	237.0	cas14u
sequence_12123|prob_0.9773	Adaptation	High	100.0	1.2e-51	176.3	cas14u
sequence_10156|prob_0.9892	Adaptation	High	100.0	2.7e-30	105.9	cas14u
sequence_15527|prob_0.9381	Adaptation	High	100.0	8.7e-15	54.8	cas14u
sequence_5682|prob_0.9991	Adaptation	High	100.0	2.3e-70	237.9	cas14u
sequence_2650|prob_0.9999	Adaptation	High	100.0	1e-63	216.1	cas14u
sequence_11282|prob_0.9829	Adaptation	High	100.0	6.2e-23	81.7	cas14u
sequence_19618|prob_0.8273	Adaptation	High	100.0	3.6e-15	56.1	cas14u
sequence_5811|prob_0.9990	Adaptation	High	100.0	6.9e-11	42.0	cas14u
sequence_16262|prob_0.9261	Adaptation	High	100.0	6.8e-55	187.0	cas14u
sequence_9758|prob_0.9909	Adaptation	High	100.0	9.4e-64	216.1	cas14u
sequence_3264|prob_0.9998	Adaptation	High	100.0	4.6e-72	243.5	cas14u
sequence_10297|prob_0.9884	Adaptation	High	100.0	1.6e-66	225.2	cas14u
sequence_1099|prob_0.9999	Adaptation	High	100.0	5.4e-55	187.3	cas14u
sequence_6350|prob_0.9986	Adaptation	High	100.0	4e-66	224.0	cas14u
sequence_4148|prob_0.9996	Adaptation	High	100.0	7.3e-71	239.6	cas14u
sequence_13461|prob_0.9648	Adaptation	High	100.0	5.3e-51	174.1	cas14u
sequence_8439|prob_0.9952	Adaptation	High	100.0	7.9e-49	167.0	cas14u
sequence_3863|prob_0.9997	Adaptation	High	100.0	1.6e-72	245.0	cas14u
sequence_1434|prob_0.9999	Adaptation	High	100.0	7.1e-53	180.3	cas14u
sequence_3841|prob_0.9997	Adaptation	High	100.0	3e-66	224.4	cas14u
sequence_1765|prob_0.9999	Adaptation	High	100.0	4.3e-41	141.5	cas14u
sequence_5503|prob_0.9992	Adaptation	High	100.0	2.2e-72	244.6	cas14u
sequence_20038|prob_0.8066	Adaptation	High	100.0	1.1e-61	209.4	cas14u
sequence_4160|prob_0.9996	Adaptation	High	100.0	2.2e-67	228.1	cas14u
sequence_2387|prob_0.9999	Adaptation	High	100.0	4e-60	204.2	cas14u
sequence_14730|prob_0.9496	Adaptation	High	100.0	4.7e-56	190.8	cas14u
sequence_1916|prob_0.9999	Adaptation	High	100.0	2.5e-65	221.3	cas14u
sequence_11867|prob_0.9791	Adaptation	High	100.0	2.3e-54	185.2	cas14u
sequence_4305|prob_0.9996	Adaptation	High	100.0	1.3e-57	195.9	cas14u
sequence_690|prob_1.0000	Adaptation	High	100.0	2.1e-59	201.8	cas14u
sequence_17039|prob_0.9106	Adaptation	High	100.0	1.2e-46	159.8	cas14u
sequence_5844|prob_0.9990	Adaptation	High	100.0	2.3e-61	208.3	cas14u
sequence_5852|prob_0.9990	Adaptation	High	100.0	6.2e-63	213.4	cas14u
sequence_13067|prob_0.9689	Adaptation	High	100.0	5.2e-14	52.3	cas14u
sequence_1546|prob_0.9999	Adaptation	High	100.0	3.4e-68	230.8	cas14u
sequence_3125|prob_0.9998	Adaptation	High	100.0	1.5e-62	212.1	cas14u
sequence_3428|prob_0.9998	Adaptation	High	100.0	2.6e-67	227.9	cas14u
sequence_9019|prob_0.9935	Adaptation	High	100.0	1.6e-58	198.9	cas14u
sequence_16074|prob_0.9291	Adaptation	High	100.0	1.1e-46	159.9	cas14u
sequence_5053|prob_0.9994	Adaptation	High	100.0	2e-45	155.7	cas14u
sequence_12320|prob_0.9756	Adaptation	High	100.0	1.1e-44	153.3	cas14u
sequence_12173|prob_0.9768	Adaptation	High	100.0	1.4e-59	202.4	cas14u
sequence_1002|prob_0.9999	Adaptation	High	100.0	3.6e-63	214.2	cas14u
sequence_10641|prob_0.9866	Adaptation	High	100.0	1.1e-13	51.2	cas14u
sequence_3129|prob_0.9998	Adaptation	High	100.0	3.1e-60	204.5	cas14u
sequence_6311|prob_0.9987	Adaptation	High	100.0	4.1e-46	158.0	cas14u
sequence_17238|prob_0.9064	Adaptation	High	100.0	1.4e-37	129.9	cas14u
sequence_8023|prob_0.9962	Adaptation	High	100.0	5.7e-36	124.6	cas14u
sequence_16544|prob_0.9208	Adaptation	High	100.0	3.5e-65	220.9	cas14u
sequence_9736|prob_0.9910	Adaptation	High	100.0	1.4e-60	205.7	cas14u
sequence_656|prob_1.0000	Adaptation	High	100.0	9.2e-47	160.2	cas14u
sequence_7926|prob_0.9964	Adaptation	High	100.0	3.5e-44	151.7	cas14u
sequence_2224|prob_0.9999	Adaptation	High	100.0	1e-72	245.7	cas14u
sequence_10389|prob_0.9879	Adaptation	High	100.0	7.2e-46	157.2	cas14u
sequence_1245|prob_0.9999	Adaptation	High	100.0	2.3e-72	244.5	cas14u
sequence_18495|prob_0.8726	Adaptation	High	100.0	3.7e-45	154.9	cas14u
sequence_2919|prob_0.9998	Adaptation	High	100.0	3.3e-68	230.8	cas14u
sequence_7311|prob_0.9975	Adaptation	High	100.0	6.3e-58	197.0	cas14u
sequence_6932|prob_0.9980	Adaptation	High	100.0	1.5e-64	218.8	cas14u
sequence_9139|prob_0.9931	Adaptation	High	100.0	1.7e-32	113.2	cas14u
sequence_6569|prob_0.9984	Adaptation	High	100.0	4.7e-62	210.5	cas14u
sequence_9554|prob_0.9918	Adaptation	High	100.0	4.6e-60	204.0	cas14u
sequence_5993|prob_0.9989	Adaptation	High	100.0	8.9e-69	232.7	cas14u
sequence_1920|prob_0.9999	Adaptation	High	100.0	7.9e-57	193.3	cas14u
sequence_15665|prob_0.9360	Adaptation	High	100.0	4.8e-25	88.6	cas14u
sequence_11566|prob_0.9812	Adaptation	High	100.0	7.9e-31	107.7	cas14u
sequence_12313|prob_0.9756	Adaptation	High	100.0	3.7e-59	201.0	cas14u
sequence_895|prob_1.0000	Adaptation	High	100.0	8.4e-43	147.1	cas14u
sequence_4774|prob_0.9995	Adaptation	High	100.0	1e-54	186.4	cas14u
sequence_10447|prob_0.9876	Adaptation	High	100.0	2e-65	221.7	cas14u
sequence_8589|prob_0.9948	Adaptation	High	100.0	3.1e-60	204.6	cas14u
sequence_2864|prob_0.9998	Adaptation	High	100.0	2.9e-55	188.2	cas14u
sequence_14951|prob_0.9467	Adaptation	High	100.0	1.1e-44	153.3	cas14u
sequence_9817|prob_0.9907	Adaptation	High	100.0	4e-67	227.3	cas14u
sequence_13211|prob_0.9675	Adaptation	High	100.0	1.8e-42	146.0	cas14u
sequence_3338|prob_0.9998	Adaptation	High	100.0	2.8e-64	217.9	cas14u
sequence_2015|prob_0.9999	Adaptation	High	100.0	1.2e-23	84.0	cas14u
sequence_2735|prob_0.9998	Adaptation	High	100.0	1.5e-49	169.4	cas14u
sequence_4995|prob_0.9994	Adaptation	Medium	53.3	4.7e-06	26.1	cas14u
sequence_543|prob_1.0000	Adaptation	High	100.0	5e-45	154.4	cas14u
sequence_9305|prob_0.9925	Adaptation	High	100.0	4.6e-58	197.4	cas14u
sequence_1266|prob_0.9999	Adaptation	High	100.0	5.4e-57	193.9	cas14u
sequence_1389|prob_0.9999	Adaptation	High	100.0	1e-57	196.3	cas14u
sequence_16186|prob_0.9274	Adaptation	High	100.0	2.8e-54	184.9	cas14u
sequence_11543|prob_0.9813	Adaptation	High	100.0	3.4e-48	164.9	cas14u
sequence_13134|prob_0.9684	Adaptation	High	100.0	2.8e-59	201.4	cas14u
sequence_10839|prob_0.9856	Adaptation	High	100.0	2.5e-67	227.9	cas14u
sequence_15394|prob_0.9401	Adaptation	High	100.0	9.4e-52	176.6	cas14u
sequence_721|prob_1.0000	Adaptation	High	100.0	4.5e-69	233.7	cas14u
sequence_7525|prob_0.9971	Adaptation	High	100.0	2.3e-57	195.1	cas14u
sequence_1830|prob_0.9999	Adaptation	High	100.0	3.1e-60	204.5	cas14u
sequence_2192|prob_0.9999	Adaptation	High	100.0	3e-56	191.4	cas14u
sequence_9769|prob_0.9909	Adaptation	High	100.0	5.3e-49	167.5	cas14u
sequence_16427|prob_0.9232	Adaptation	High	100.0	4.8e-52	177.6	cas14u
sequence_9488|prob_0.9920	Adaptation	High	100.0	4.4e-43	148.0	cas14u
sequence_4002|prob_0.9997	Adaptation	High	100.0	4e-48	164.7	cas14u
sequence_9827|prob_0.9906	Adaptation	High	100.0	1.1e-66	225.8	cas14u
sequence_5713|prob_0.9990	Adaptation	High	100.0	7e-43	147.4	cas14u
sequence_1358|prob_0.9999	Adaptation	High	100.0	3.1e-42	145.3	cas14u
sequence_3661|prob_0.9997	Adaptation	High	100.0	3.1e-71	240.8	cas14u
sequence_8857|prob_0.9940	Adaptation	High	100.0	8.5e-54	183.3	cas14u
sequence_8858|prob_0.9940	Adaptation	High	100.0	8.5e-54	183.3	cas14u
sequence_8859|prob_0.9940	Adaptation	High	100.0	8.5e-54	183.3	cas14u
sequence_8860|prob_0.9940	Adaptation	High	100.0	8.5e-54	183.3	cas14u
sequence_896|prob_1.0000	Adaptation	High	100.0	3.1e-49	168.3	cas14u
sequence_2696|prob_0.9998	Adaptation	High	100.0	3.2e-52	178.1	cas14u
sequence_4161|prob_0.9996	Adaptation	High	100.0	3.2e-23	82.6	cas14u
sequence_10573|prob_0.9869	Adaptation	High	100.0	1e-55	189.6	cas14u
sequence_1072|prob_0.9999	Adaptation	High	100.0	4.5e-56	190.8	cas14u
sequence_13964|prob_0.9593	Adaptation	High	100.0	6.5e-55	187.0	cas14u
sequence_4414|prob_0.9996	Adaptation	High	100.0	9.2e-58	196.4	cas14u
sequence_9175|prob_0.9929	Adaptation	High	100.0	6.1e-58	197.0	cas14u
sequence_7732|prob_0.9968	Adaptation	High	100.0	7.6e-66	223.0	cas14u
sequence_7400|prob_0.9973	Adaptation	High	100.0	1.5e-58	199.0	cas14u
sequence_15044|prob_0.9453	Adaptation	High	100.0	2.4e-44	152.2	cas14u
sequence_19106|prob_0.8502	Adaptation	High	100.0	5.8e-51	174.0	cas14u
sequence_1873|prob_0.9999	Adaptation	High	100.0	1.7e-62	212.0	cas14u
sequence_18269|prob_0.8799	Adaptation	High	100.0	2.9e-50	171.7	cas14u
sequence_1239|prob_0.9999	Adaptation	High	100.0	1.9e-55	188.8	cas14u
sequence_18221|prob_0.8812	Adaptation	High	100.0	2e-56	192.0	cas14u
sequence_12678|prob_0.9724	Adaptation	High	100.0	8.5e-47	160.3	cas14u
sequence_3523|prob_0.9998	Adaptation	High	100.0	4.5e-65	220.5	cas14u
sequence_15179|prob_0.9433	Adaptation	High	100.0	1.8e-54	185.6	cas14u
sequence_4717|prob_0.9995	Adaptation	High	100.0	2.2e-49	168.8	cas14u
sequence_8404|prob_0.9953	Adaptation	High	100.0	1.6e-49	169.3	cas14u
sequence_2413|prob_0.9999	Adaptation	High	100.0	2e-53	182.1	cas14u
sequence_1288|prob_0.9999	Adaptation	High	100.0	3.5e-64	217.6	cas14u
sequence_6977|prob_0.9980	Adaptation	High	100.0	4.5e-53	180.9	cas14u
sequence_15434|prob_0.9394	Adaptation	High	100.0	1.5e-57	195.7	cas14u
sequence_11828|prob_0.9793	Adaptation	High	100.0	4.3e-47	161.2	cas14u
sequence_655|prob_1.0000	Adaptation	High	100.0	3.7e-45	154.9	cas14u
sequence_1057|prob_0.9999	Adaptation	High	100.0	5.6e-56	190.5	cas14u
sequence_580|prob_1.0000	Adaptation	High	100.0	5.9e-63	213.5	cas14u
sequence_14312|prob_0.9548	Adaptation	High	100.0	4.3e-39	134.9	cas14u
sequence_3650|prob_0.9997	Adaptation	High	100.0	2.6e-56	191.6	cas14u
sequence_1416|prob_0.9999	Adaptation	High	100.0	9.9e-57	193.0	cas14u
sequence_1148|prob_0.9999	Adaptation	High	100.0	1.2e-56	192.7	cas14u
sequence_614|prob_1.0000	Adaptation	High	100.0	3.4e-38	132.0	cas14u
sequence_8099|prob_0.9960	Adaptation	High	100.0	4.4e-42	144.7	cas14u
sequence_2079|prob_0.9999	Adaptation	High	100.0	6.4e-51	173.9	cas14u
sequence_1970|prob_0.9999	Adaptation	High	100.0	5.8e-69	233.3	cas14u
sequence_1240|prob_0.9999	Adaptation	High	100.0	7e-56	190.2	cas14u
sequence_2610|prob_0.9999	Adaptation	High	100.0	3.6e-55	187.9	cas14u
sequence_5548|prob_0.9991	Adaptation	High	100.0	4e-59	200.9	cas14u
sequence_9944|prob_0.9901	Adaptation	High	100.0	8.4e-57	193.2	cas14u
sequence_14241|prob_0.9557	Adaptation	High	100.0	1.5e-55	189.1	cas14u
sequence_12523|prob_0.9736	Adaptation	High	100.0	3.2e-57	194.6	cas14u
sequence_1348|prob_0.9999	Adaptation	High	100.0	5.4e-57	193.9	cas14u
sequence_16031|prob_0.9300	Adaptation	High	100.0	1.7e-58	198.9	cas14u
sequence_13656|prob_0.9629	Adaptation	High	100.0	1.3e-46	159.7	cas14u
sequence_17360|prob_0.9036	Adaptation	High	100.0	2.2e-19	70.0	cas14u
sequence_5200|prob_0.9993	Adaptation	High	100.0	1.6e-66	225.2	cas14u
sequence_2329|prob_0.9999	Adaptation	High	100.0	1.2e-13	51.1	cas14u
sequence_2263|prob_0.9999	Adaptation	High	100.0	6.6e-63	213.3	cas14u
sequence_16570|prob_0.9203	Adaptation	High	100.0	2.1e-50	172.2	cas14u
sequence_1934|prob_0.9999	Adaptation	High	100.0	4.5e-56	190.8	cas14u
sequence_2451|prob_0.9999	Adaptation	High	100.0	7.8e-53	180.2	cas14u
sequence_2452|prob_0.9999	Adaptation	High	100.0	7.8e-53	180.2	cas14u
sequence_7858|prob_0.9965	Adaptation	High	100.0	2.2e-22	79.9	cas14u
sequence_926|prob_0.9999	Adaptation	High	100.0	1.3e-57	195.9	cas14u
sequence_13906|prob_0.9598	Adaptation	High	100.0	5.3e-58	197.2	cas14u
sequence_13907|prob_0.9598	Adaptation	High	100.0	5.3e-58	197.2	cas14u
sequence_1192|prob_0.9999	Adaptation	High	100.0	2.4e-50	172.0	cas14u
sequence_6472|prob_0.9985	Adaptation	High	100.0	6.1e-58	197.0	cas14u
sequence_15263|prob_0.9420	Adaptation	High	100.0	1.2e-48	166.4	cas14u
sequence_14405|prob_0.9538	Adaptation	High	100.0	1.9e-73	248.1	cas14u
sequence_19126|prob_0.8496	Adaptation	High	100.0	4e-36	125.1	cas14u
sequence_1676|prob_0.9999	Adaptation	High	100.0	7.8e-55	186.8	cas14u
sequence_11771|prob_0.9798	Adaptation	High	100.0	1.1e-67	229.1	cas14u
sequence_2324|prob_0.9999	Adaptation	High	100.0	6e-57	193.7	cas14u
sequence_6573|prob_0.9984	Adaptation	High	100.0	1.2e-58	199.4	cas14u
sequence_9608|prob_0.9916	Adaptation	High	100.0	2e-50	172.3	cas14u
sequence_3216|prob_0.9998	Adaptation	High	100.0	4.4e-41	141.4	cas14u
sequence_6531|prob_0.9984	Adaptation	High	100.0	3.7e-34	118.6	cas14u
sequence_3642|prob_0.9997	Adaptation	High	100.0	2.7e-51	175.1	cas14u
sequence_4125|prob_0.9996	Adaptation	High	100.0	1.2e-56	192.7	cas14u
sequence_2817|prob_0.9998	Adaptation	High	100.0	4.4e-50	171.1	cas14u
sequence_20034|prob_0.8068	Adaptation	High	100.0	2.9e-46	158.5	cas14u
sequence_2481|prob_0.9999	Adaptation	High	100.0	3.1e-44	151.8	cas14u
sequence_1367|prob_0.9999	Adaptation	High	100.0	1e-63	216.0	cas14u
sequence_19148|prob_0.8489	Adaptation	High	100.0	1.7e-43	149.4	cas14u
sequence_6328|prob_0.9986	Adaptation	High	100.0	4.5e-68	230.4	cas14u
sequence_1583|prob_0.9999	Adaptation	High	100.0	2.7e-60	204.7	cas14u
sequence_1584|prob_0.9999	Adaptation	High	100.0	2.7e-60	204.7	cas14u
sequence_8577|prob_0.9948	Adaptation	High	100.0	1.4e-38	133.2	cas14u
sequence_1754|prob_0.9999	Adaptation	High	100.0	4.8e-43	147.9	cas14u
sequence_17479|prob_0.9013	Adaptation	High	100.0	6.3e-57	193.7	cas14u
sequence_2842|prob_0.9998	Adaptation	High	100.0	1.5e-55	189.1	cas14u
sequence_3185|prob_0.9998	Adaptation	High	100.0	2.1e-45	155.7	cas14u
sequence_4124|prob_0.9996	Adaptation	High	100.0	4.5e-61	207.3	cas14u
sequence_9509|prob_0.9919	Adaptation	High	100.0	5.2e-67	226.9	cas14u
sequence_5527|prob_0.9991	Adaptation	High	100.0	1.5e-65	222.0	cas14u
sequence_8385|prob_0.9953	Adaptation	High	100.0	1.4e-55	189.2	cas14u
sequence_1486|prob_0.9999	Adaptation	High	100.0	2.5e-68	231.2	cas14u
sequence_15719|prob_0.9353	Adaptation	High	100.0	3.1e-58	198.0	cas14u
sequence_5087|prob_0.9993	Adaptation	High	100.0	6.4e-59	200.2	cas14u
sequence_2555|prob_0.9999	Adaptation	High	100.0	3.8e-37	128.5	cas14u
sequence_2043|prob_0.9999	Adaptation	High	100.0	5.9e-58	197.0	cas14u
sequence_13627|prob_0.9632	Adaptation	High	100.0	3.4e-67	227.5	cas14u
sequence_7093|prob_0.9978	Adaptation	High	100.0	4.4e-62	210.6	cas14u
sequence_14760|prob_0.9492	Adaptation	High	100.0	6.9e-54	183.6	cas14u
sequence_10790|prob_0.9859	Adaptation	High	100.0	1.6e-47	162.7	cas14u
sequence_6184|prob_0.9988	Adaptation	High	100.0	5.9e-57	193.8	cas14u
sequence_11948|prob_0.9784	Adaptation	High	100.0	1.3e-56	192.6	cas14u
sequence_3416|prob_0.9998	Adaptation	High	100.0	2.5e-50	171.9	cas14u
sequence_4194|prob_0.9996	Adaptation	High	100.0	1.6e-68	231.8	cas14u
sequence_4517|prob_0.9995	Adaptation	High	100.0	4.7e-68	230.3	cas14u
sequence_10779|prob_0.9860	Adaptation	High	100.0	5e-59	200.6	cas14u
sequence_10780|prob_0.9860	Adaptation	High	100.0	5e-59	200.6	cas14u
sequence_1690|prob_0.9999	Adaptation	High	100.0	9.4e-67	226.0	cas14u
sequence_15168|prob_0.9436	Adaptation	High	100.0	4.2e-75	253.5	cas14u
sequence_1147|prob_0.9999	Adaptation	High	100.0	1.4e-47	162.9	cas14u
sequence_7341|prob_0.9974	Adaptation	High	100.0	5.2e-46	157.7	cas14u
sequence_12941|prob_0.9703	Adaptation	High	100.0	3.6e-71	240.6	cas14u
sequence_4753|prob_0.9995	Adaptation	High	100.0	5.8e-83	279.4	cas14u
sequence_7329|prob_0.9975	Adaptation	High	100.0	8.4e-62	209.7	cas14u
sequence_4608|prob_0.9995	Adaptation	High	100.0	8.5e-58	196.5	cas14u
sequence_15828|prob_0.9336	Adaptation	High	100.0	8e-71	239.4	cas14u
sequence_12499|prob_0.9739	Adaptation	High	100.0	8.1e-52	176.8	cas14u
sequence_8138|prob_0.9959	Adaptation	High	100.0	7.9e-58	196.6	cas14u
sequence_3906|prob_0.9997	Adaptation	High	100.0	1.2e-21	77.4	cas14u
sequence_6608|prob_0.9984	Adaptation	High	100.0	1.9e-57	195.4	cas14u
sequence_4014|prob_0.9997	Adaptation	High	100.0	9.1e-54	183.2	cas14u
sequence_2280|prob_0.9999	Adaptation	High	100.0	1.3e-63	215.7	cas14u
sequence_13179|prob_0.9679	Adaptation	High	100.0	6.5e-58	196.9	cas14u
sequence_19318|prob_0.8406	Adaptation	High	100.0	8e-65	219.7	cas14u
sequence_5643|prob_0.9991	Adaptation	Low	7.4	0.18	9.6	cas12a
sequence_535|prob_1.0000	Adaptation	High	100.0	5.1e-54	184.1	cas14u
sequence_2229|prob_0.9999	Adaptation	High	100.0	1.1e-57	196.2	cas14u
sequence_794|prob_1.0000	Adaptation	High	100.0	3.4e-55	188.0	cas14u
sequence_15259|prob_0.9421	Adaptation	High	100.0	5.8e-61	207.0	cas14u
sequence_4589|prob_0.9995	Adaptation	High	100.0	5.8e-58	197.1	cas14u
sequence_397|prob_1.0000	Adaptation	High	100.0	6.2e-58	197.0	cas14u
sequence_15339|prob_0.9410	Adaptation	High	100.0	4.5e-63	213.9	cas14u
sequence_6725|prob_0.9983	Adaptation	High	100.0	1.2e-56	192.7	cas14u
sequence_3376|prob_0.9998	Adaptation	High	100.0	2e-56	192.0	cas14u
sequence_1421|prob_0.9999	Adaptation	High	100.0	2.6e-55	188.4	cas14u
sequence_1740|prob_0.9999	Adaptation	High	100.0	4.1e-53	181.1	cas14u
sequence_1526|prob_0.9999	Adaptation	High	100.0	9.7e-57	193.0	cas14u
sequence_5254|prob_0.9993	Adaptation	High	100.0	2.5e-53	181.8	cas14u
sequence_4939|prob_0.9994	Adaptation	High	100.0	3.8e-55	187.8	cas14u
sequence_3830|prob_0.9997	Adaptation	High	100.0	2e-55	188.7	cas14u
sequence_2007|prob_0.9999	Adaptation	High	100.0	2.2e-56	191.9	cas14u
sequence_998|prob_0.9999	Adaptation	High	100.0	3.6e-66	224.1	cas14u
sequence_4660|prob_0.9995	Adaptation	High	100.0	1.8e-53	182.3	cas14u
sequence_5201|prob_0.9993	Adaptation	High	100.0	1.3e-55	189.3	cas14u
sequence_1187|prob_0.9999	Adaptation	High	100.0	1.7e-57	195.5	cas14u
sequence_2284|prob_0.9999	Adaptation	High	100.0	5e-56	190.7	cas14u
sequence_537|prob_1.0000	Adaptation	High	100.0	8e-52	176.8	cas14u
sequence_3858|prob_0.9997	Adaptation	High	100.0	6.5e-55	187.0	cas14u
sequence_1992|prob_0.9999	Adaptation	High	100.0	1.8e-60	205.3	cas14u
sequence_1828|prob_0.9999	Adaptation	High	100.0	3.7e-57	194.4	cas14u
sequence_2865|prob_0.9998	Adaptation	High	100.0	1.9e-56	192.1	cas14u
sequence_16745|prob_0.9169	Adaptation	High	100.0	1.3e-50	172.8	cas14u
sequence_536|prob_1.0000	Adaptation	High	100.0	4e-64	217.4	cas14u
sequence_1360|prob_0.9999	Adaptation	High	100.0	3.6e-59	201.1	cas14u
sequence_10262|prob_0.9886	Adaptation	High	100.0	1.5e-53	182.5	cas14u
sequence_6048|prob_0.9989	Adaptation	High	100.0	8.9e-64	216.2	cas14u
sequence_19492|prob_0.8326	Adaptation	High	100.0	3.9e-33	115.3	cas14u
sequence_4607|prob_0.9995	Adaptation	High	100.0	1.7e-56	192.2	cas14u
